,0,1
944,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
945,تتلو رو بچسباون نون حلال درمییاره,"""غیرتنفر"""
946,اولین کسی هستی که دوتا سلطان داری,"""غیرتنفر"""
947,سحر و تتلو باهم هستن جواب بدین,"""غیرتنفر"""
948,سیارهی ما,"""غیرتنفر"""
949,این سو وآن سو در پی تو تو به دنبال من سوی تو,"""غیرتنفر"""
950,حالم شبیه حال محمد رضا شریفی نیاست,"""غیرتنفر"""
951,دعای خیر دوست خواهاتون بدرقه‌ی راهتون قشنگا,"""غیرتنفر"""
952,بزار دادش ما خوش باش,"""غیرتنفر"""
953,یه بازیگر مزخرف سینمای ایران,"""تنفر"""
954,زمانی ک خدا داشت شعور میداد اینا تو صف نبودن دیگ,"""تنفر"""
955,مبارک ای کاش تتلو تو ایران بود,"""غیرتنفر"""
956,خیلی به هم میاید هنرمندان دوستداشتنی,"""غیرتنفر"""
957,از تتل چه خبر حاج خانوم,"""غیرتنفر"""
958,وای چرا دست پیشول تو گچه,"""غیرتنفر"""
959,بخاطر همون میخوان جای معلمین رو در آموزش وپرورش اشغال کنن یعنی پررو مثل اینا مادر نزائیده,"""تنفر"""
960,پیشیه که دستش اوخ شده چلا,"""غیرتنفر"""
961,میلیون نفرر,"""تنفر"""
962,سایش به سلامت مستدام بالا سرت,"""غیرتنفر"""
963,ریدم دهنت که فیلم نیسان آبی رو خراب کردی خرمی,"""تنفر"""
964,خار مادر هر چی بازیگره با این کارات گاییدی,"""تنفر"""
965,تو و تتلو حاصل تفکرات غلط تربیتی مسیولین هستیدوقتی تو صدا و سیما گفتی مرد میبینم مورمورم میشه باید حجاب و داشتفهمیدم شما هم بیماری تزویر و ریا وجودتون رو برداشته عین تتلو که رفت ستادهای انتخاباتی و,"""تنفر"""
966,دوتاتون عشقی خوشبحال تون که عشقتون ابدی شد اما عشق من تنها خاطره,"""غیرتنفر"""
967,میگمیه سوال شما با دنیا جهانبخت همکار هستین هر روز یکی تعویض مکنید امارت رفته بالا,"""تنفر"""
968,پدر مادر سینا هم عربستان و اسرائیله اینم بگو,"""تنفر"""
969,چرا رفتی چرا دادی من بیقرار م,"""تنفر"""
970,خاک بر سرت دنیا جهانبخت تجربه نشد برا شماها,"""تنفر"""
971,پارسال مهرادو دنیا امسالم سحر و تتلوو ما هم علاف اینها,"""تنفر"""
972,حالا این ی اب شسته‌تر,"""غیرتنفر"""
973,این کلک‌ها قدیمی شده,"""غیرتنفر"""
974,من اومدم بینم تو کامنتا کسی از زیر زبونش چیزی نکشیده بیرون واسه داستان تتلو,"""غیرتنفر"""
975,قید بازیگری ایران اومدن بزنی,"""غیرتنفر"""
976,باسلام درود فراوان بشما فرشته زیبایی مواظب داداش نوید ما باش چراکه من خیلی دوست دارمش طرفدارشم نمیدونم که فکرمیکنم دوست فاو مه ولی هست حس حس عجیبیه من سیستانی ام ودوستتون دارم,"""غیرتنفر"""
977,سحر پول‌های قاسم پور بالا کشید رفت پیش تتل خرج زندگیشون کنن,"""تنفر"""
978,زمان همه چی روعوض میکن,"""تنفر"""
979,به حرف ینا گوش نده سحر جان,"""غیرتنفر"""
980,سلام سحر خانم عزیز من قصد بی احترامی رو ندارم ولی به خدا حیفه این همه خوشکلی شما مال این سر صورت رنگین کمونی بشی,"""غیرتنفر"""
981,انشالله همیشه خوش باشید و سلامت عزیزم,"""غیرتنفر"""
982, اخه تو گوگل نوشه متولد,"""غیرتنفر"""
983,قشنگ مشخصه خصومت شخصی داری,"""تنفر"""
984,خره سحر توام خودکشی کن انقد برات استوری میزارن اگ بمیری بازیگران,"""تنفر"""
985,چون دیدی کسی تو رو نمیخواد برا ازدواج رفتی با تتلو به هر حال بچه هم داشته باشی برا رفع تکلیف بازم خوبه,"""تنفر"""
986,اخی نی نی پیشولی دارین,"""غیرتنفر"""
987,تو هم به کثیف خونه‌ی تتلو و رفقاش پیوستی شخصیتت بیش از اینم نیست,"""تنفر"""
988,فردا خبر خود کشی یا قتلش نیاد صلوات من که از قیافه تتلو میترسم واقعا بهش میاد آنرمال باشه چطور سحر بهش اعتماد کرده اخه,"""تنفر"""
989,خیلی تنهایی بااین که سرت شلوغه,"""غیرتنفر"""
990,همه چی پول نیست با احساسات مردم بازی نکن اخرش چی بازی با افکارمردم که ازیوتیوب پول دار بیاری,"""غیرتنفر"""
991,وای چقد کیوته این ادم,"""غیرتنفر"""
992,جذابترین دختر اینستا کامنت گذاشت,"""غیرتنفر"""
993,هیچکس فکر نمیکرد سحر یه روز تتل بزنه,"""غیرتنفر"""
994,هشت مارس روز زن برتمامی بانوان هموطن سرزمین ایرانزمین خجسته وهمایون باد,"""غیرتنفر"""
995,شوهر اینقدر قحطی بود رفتی با تتلو ایدزی هزار زنه خاک بررسرت,"""تنفر"""
996,دقیقا سفر علمی برای چه کاری باید بره بررسی و جمع آوری مقدار اب راکد و جاری و قلیل و امار امر معروف در منطقه‌ی فلان,"""تنفر"""
997,عاشقم کردی مادرم هم میگفت آدم فقط یکبار عاشق میشه,"""غیرتنفر"""
998,امیر تتلو چه بکنه با سحر,"""تنفر"""
999,چرت پرت نگو چرا آزادی ندارن,"""تنفر"""
1000,دو زوج بسیار دوست داشتنی,"""غیرتنفر"""
1001,زندگی شخصیه میخاد بره پیش تتلو از شما‌ها باید اجازه بگیره,"""غیرتنفر"""
1002,سینما که نیست فاحشه خونستخوب سحرخانوم بازیگروفوتبالیست وخواننده اززیردستتون تست شدن بهتره ازحاجی بازاری هم یه تستربندازی,"""تنفر"""
1003,زنده باشند این قانونیه که یه مشت تایر رو سر گذاشتند,"""تنفر"""
1004,هنوز باورش نمیشه انگار زن برد پیت شده نوید سه تا هزار تومن بدو بدو حراجش کردم,"""تنفر"""
1005,دستت درد نکنه سینا چان اگه یکی باشه که بتونه بتوحیکله اینا اون یه نفر توی عزیزم,"""تنفر"""
1006,حاج خانوم امیدوارم سلطان رو شاد کنی غر نزن سرش,"""غیرتنفر"""
1007,از قشر هنرمند بعیده دیگه گذاشتن چشم نظر در فضای مجازی,"""غیرتنفر"""
1008,تو ام عین رونالدو بیشتر فالوورات فیکه  میلیون فالوور داری بعد  هفته نزدیک  هزار تا لایک خورده,"""تنفر"""
1009,ای خودا پاشم اوف شده مرسی مهربون,"""غیرتنفر"""
1010,این زنات خیلی شبیه به عروسک‌های کودکانه است,"""تنفر"""
1011,لامصب قلب نیست که قابلمس همه توش جامیشن کلا بازیگرا قاطی کردن یکی فرارمیکنه یکی خودکشی فکرکنم تاثیر ویروس وواکسنی که زدن اینارو اینجوری کرده واقعا جای تاسف داره,"""تنفر"""
1012,از دید قوانین فیزیک انیشتین یک ساعت در کنار یار یک لحظه کوتاهه,"""غیرتنفر"""
1013,من براش جمشید قاسم پور بودم ولی اون تتلو دوست داشت,"""غیرتنفر"""
1014,بابا یکی اینو بفرسته فضا دنبال اکتشافات,"""تنفر"""
1015,چرا باید فرشته حسینی هم چشم زخم بذاره,"""تنفر"""
1016,کوسو دادی تتل یا ن,"""تنفر"""
1017,خب میکنه تتلو یا نه بپا فقد فیلم ساک زدنتو نزار مثل دنیا جهانبخش,"""تنفر"""
1018,یه جفت کراش در تصویر موجود است,"""غیرتنفر"""
1019,مبارک باشه انشاالله خوشبخت بشینتبریک میگم به طرفداری آقای امیر تتلو سلطان و طرفدارهای خانم قریشی عشقتون همیشه تا آخرعمرتون پایداربمونه,"""غیرتنفر"""
1020,تو ی طلبه بیش نیستی خودتونوتواین کارهادخالت ندین چون درحدش نیستید پس خفه بشین وبشینین سرقبرهاو نوحه تونوبخونید,"""تنفر"""
1021,من اومدم فقط کامنت بخونموگور شریفموگم کنم,"""غیرتنفر"""
1022,مگه تو پست قبلی ماشین نزد زیرت مردی,"""تنفر"""
1023,خوشبخت باشین خوش قلب‌ها,"""غیرتنفر"""
1024,تتلو رو از کجا پیدا کردی,"""غیرتنفر"""
1025,وای خدا ب قول ساسی,"""غیرتنفر"""
1026,خوشحال از اینکه شوهر پیدا کردی خانم سکینه حسینی ذوق مرگ نشی,"""تنفر"""
1027,تمام این بازیها و بازیچه شدن‌ها سر پول و قمار و سایت و یوتیوب هست گول این وحشی صفتان رو نخورید,"""تنفر"""
1028,تموم شدخیلی تاثیر گزار بود,"""غیرتنفر"""
1029,میومدی یه دفتر نقاشی میدادم دستت,"""تنفر"""
1030,دهنم صاف شد انقد که اینجوریم,"""غیرتنفر"""
1031,چندشت نمیشه از تتلو شب میبینی وحشت نمیکنی خیلی صورت ترسناکی داره,"""تنفر"""
1032,خب منم ازین گربه‌ها میخام,"""غیرتنفر"""
1033,انشاالله همیشه سلامت باشید خانم فرشته حسینی و آقای نوید محمدزاده عزیز و نازنینم,"""غیرتنفر"""
1034,ادم شدی هیشکی و فالو نمیکنی,"""تنفر"""
1035,چه خفنید اولین کسایی هطتین که واسه عشق حرمت قائلید دمتون گرم,"""غیرتنفر"""
1036,خونه تتل خوش گذشت ناهارو زدی انشاالله مینی بوس و اتوبوس کردی برگشتی,"""تنفر"""
1037,ادم کنار کسی که دوسش داره باشه تمام زمان مثل ثانیه میگذره و تو دلت میخواد جلوشو بگیری ولی حریف زمان لعنتی نمیتونی بشی و این پر درده,"""غیرتنفر"""
1038,ببین تقصای اون شبایی که با امیر خوابیدی به دوست پسر بعدیت چه جور طعریف میکنی,"""تنفر"""
1039,چقد شما کنار هم خوبین لنتیا,"""غیرتنفر"""
1040,سحر ناموسا حرف پشت سرت زیاده بیا بگو به تتلو دادی یانهمن شبا خواب نمیرم,"""تنفر"""
1041,از کی بود پیجو میگشتم بیام تا کامنت بخونم,"""غیرتنفر"""
1042,حیوان پلیدقطعا اجنبی و ترک هست,"""تنفر"""
1043,به امید مرگ بی دردزندگی نذاشتن ب,"""تنفر"""
1044,پیر شدی حالا دنبال شوهری پیردختر جان,"""تنفر"""
1045,از بندازت رونمایی کن خو,"""تنفر"""
1046,خوبه یاد بگیریم که,"""غیرتنفر"""
1047,برگرد ایران موقعیت رو از دست نده,"""غیرتنفر"""
1048,این آخوندا اگه حرف نزنن ما نمیگیم تو لالی,"""تنفر"""
1049,بچه‌ها میشه لطفا پیج اصلی تتلو رو بدید ممنونم,"""غیرتنفر"""
1050,من روزی چنددفعه میام سرمیزنم شماچی,"""غیرتنفر"""
1051,چه حسی داری وقتی شماره  سینما شوهرتهبهش ظرفارو میدی بشوره,"""غیرتنفر"""
1052,شب بخیر بچه‌ها کرکره کامنتو میبندم,"""غیرتنفر"""
1053,طرفداربازیات بودم اعتبارت رفت متاسفم برات با چهارتا دهه دی ازت فیلم میگیره میگی سوختم خجالت میکشی واقعا اونجا جایگاه یک بازیگر برند هست کذفتی,"""غیرتنفر"""
1054,تو اول خودتو درست کن شدی مثل مترسک,"""تنفر"""
1055,وای خیلی خوشگلیدعشقتون پایدار قشنگام,"""غیرتنفر"""
1056,همیشه دوست داشتم سحر قریشی رو بکنم بعد فیلم قاصله‌ها,"""تنفر"""
1057,بنظرتون با یارانم چی بگیرم,"""غیرتنفر"""
1058,آقا سحر جان ناموصا راسته که با تتلو ازدواج کردی,"""غیرتنفر"""
1059,توی فیلم پاتو توکفش من نکن خیلی خوشگلترین تا تو فیلم نیسان آبی,"""غیرتنفر"""
1060,فرشته‌ی مهربون ممنون برای این عکس قشنگ,"""غیرتنفر"""
1061,بسه دیگه تو با کی سیقه نکردی فکر کنم فقط احمد پور مخبر بوده که شما رو دست مالی نکرده,"""تنفر"""
1062,ای جوونم دلم رفت که,"""غیرتنفر"""
1063,دیوث تتلو چ چیزایی تور میکنه ببینم سحرم مثل دنیا جهانبخت فیلم ساک زدنش برا تتلو میاد بیرون,"""تنفر"""
1064,موفق وسربلند همشهری عزیزخانم حسینی ونوید عزیز زوج دوست داشتی وعاشق انشالله که تمام آرزوهاتون خاطره بشن یاعلی,"""غیرتنفر"""
1065,پیوند آسمانی جناب آقای امیر تتلو با سرکار خانم سحر قریشی مبارکا باشه,"""غیرتنفر"""
1066,عزیزم دستش هم آنژیوکت داره,"""غیرتنفر"""
1067,فکر میکنی افغانی آدم هستی کسیو فالو نکردی,"""تنفر"""
1068,چقدر حجاب بهت میاد دختر زیبا,"""غیرتنفر"""
1069,جمشیدقاسم پور تیغ زدی اما سلطان دیگه تیغ نزن,"""تنفر"""
1070,تو این دنیا افراد کمی طعم عشق واقعی رو میچشن,"""غیرتنفر"""
1071,همین عکس از شما چقدر میتونه فرهنگ سازی کنهممنونم,"""غیرتنفر"""
1072,مهدی طارمی سلام رسوند گفت حداقل ده دلاری میزاشتی ته جیبم بمونه گفت حرومت دلارام,"""غیرتنفر"""
1073,عزیزم هر دوتونو دوست دارم خوشحال باشید,"""غیرتنفر"""
1074,ما مسخره یه عده از خود راضی پولدار شدیم,"""تنفر"""
1075,این چی داره ک تو عاشق این شدی رفته عاشق شیطان شدم خاک توی سر ت سحر لوده,"""تنفر"""
1076,بابا این طلبه‌ها همشون اینطوری آن,"""تنفر"""
1077,دفتر نقاشی ودفتر خوشنویسی پیوندتان مبارک,"""تنفر"""
1078,به جمع شیطان پرستان پیوستی,"""تنفر"""
1079,مگه چیکار میکنن معلم‌ها همش بیکارن تازه این حقوقی هم که میگرین ازشون زیاده اینجا که اروپا نیست معلم نخبه باشه اینجا ایرانه و یارو بارتبه هزار معلم میشه باید تاوانشم پس بده,"""تنفر"""
1080,در حد سلطان تتل نیستی,"""تنفر"""
1081,آدمحسابی نبود رفتی با ایرانی,"""تنفر"""
1082,یعنی اینم ممنوع الکار شد,"""غیرتنفر"""
1083,اخه چرا رفتی با تتلو عن,"""تنفر"""
1084,اخر چه شد با تتلو هستی یا,"""غیرتنفر"""
1085,قیمه عاشوعا تاسورا هیچوقت به رئیسی نرسیده براش عقده شده ک نخورده,"""تنفر"""
1086,سینا جان شما یه چیزی از هنر خودت بگو نه اینکه دیگران را نقد کنید شما که خودت اول ارازل و اوباش رسانه‌ای هستی,"""تنفر"""
1087,به عشق سلطان فالو شدی,"""غیرتنفر"""
1088,تا هفته پیش جمشید قاسم پور الان اقا مقصود لو,"""تنفر"""
1089,ایشالا با سلطان بزنید نفت در بیاد,"""غیرتنفر"""
1090,کاش میموندی فیلم‌های خوبی درست کردی حالا ب منم ربطی ندارد الان من عشقم تتلوه ولی کلا,"""غیرتنفر"""
1091,خانم قریشی عزیز بخاطر این درس بزرگ و صبور بودنت و محترم بودنت نسبت به کامنتها و انسانهای حقیر و ناموفق و ساده که این همه از عقلشون استفاده نمیکنن تا واقعیتو ببینن براتون ازخدا بهترین اتفاقاتو میخوام و ازتون ممنونم بخاطر فیلم‌های قشنگی که بازی کردید و اوقات خوشی برای ما فراهم کردید,"""غیرتنفر"""
1092,چ تر تمیز شده نوید,"""غیرتنفر"""
1093,سگ تو روح این آخوندا,"""تنفر"""
1094,چه عکس قشنگی ای جانم گربه ناز,"""غیرتنفر"""
1095,کاش ملت ایران سرشون و میکردن تو کونشون و انقد سرک تو زندگی دیگران نمیکشیدن اخه به شماها چه ربطی داره که کی چیکارمیکنه خودتون مثلا جز اولاد پیامبرایین همه گوهی میخورین و هیجا پیدا نیست چشمتون کور گربه دستش به گوشت نمیرسه میگه پیف بو میده ببندین این دهنای گشادتونو و سرتون و بکنید ت کون خودتون,"""تنفر"""
1096,جمشید خرمالو بفهمه میاد با نیسان روت,"""غیرتنفر"""
1097,یعنی شایعه ازدواج با تتلو پس چرا تتلو خودش گفته درسته,"""غیرتنفر"""
1098,هم سحرتیغ زن هم تتلو آخرش بنظرتون کی سرکی کلاه میزاره,"""تنفر"""
1099,به به خوشکل خانم مبارکا باشه ایشاالله به پای هم صدسال جوون بمونینفقط بگو نفر بعدی کیه میخاد بیاد تو دروازه قلبت از الان خودمون رو اماده کنیم یهو ذوق مرگ نشیم,"""غیرتنفر"""
1100,پوزه اخوند هارو بده به خاک,"""تنفر"""
1101,حیف تو نیست با این تتلو حالم ازش هم میخوره با اون خالکوبی هاش,"""تنفر"""
1102,بدبخت مامردم ایران که گیریک مشت مسئول بی سواد افتادیم,"""تنفر"""
1103,چه با امیر تتلو باشی چه نباشی تو بازم همون سحر قریشی هستی زیبا جذاب,"""غیرتنفر"""
1104,آخه چرا اینا اینقدر بیشعور و وقیحن,"""تنفر"""
1105,چطوری اتوسا چخبر از جمشید سلام برسون,"""غیرتنفر"""
1106,حیف تو نباشه بری با اون چلقوز,"""تنفر"""
1107,چطور میشه تو دو دقیقه  هزار تا لایک,"""غیرتنفر"""
1108,مارس روز جهانی زن رو به همه بانوان ایرانی تبریک میگم,"""غیرتنفر"""
1109,سفر علمیپدسگ تو علمت کجا بود برو روایت‌های رنگارنگ تو دستکاری کن,"""تنفر"""
1110,زن و شوهر باید جذاب باشن,"""غیرتنفر"""
1111,دقیقا بین اینو تتل چیشد,"""غیرتنفر"""
1112,هیچ آدمی که تیک آبی داشته باشه اینو فالو نکرده,"""غیرتنفر"""
1113,هیچ عیبی نداره عزیزوم درست میشه همه چی,"""غیرتنفر"""
1114,سینا بی ادب چقدر بی ادبی بی شوری بسه دیگه دیوانی تو,"""تنفر"""
1115,بعدجمشیدنوبت تتلوشدبعدی قل میدم رونالدوھست ک ی تیغ توحساب اش میخوری,"""تنفر"""
1116,خدا چه پیشی با مزه‌ای,"""غیرتنفر"""
1117,چرا فیلم ازخودت وامیر تتلو نمیزاری پست,"""غیرتنفر"""
1118,چه دختر ساده و قشنگی,"""غیرتنفر"""
1119,دلیل بی احترامیاتون چیهخیلی دوست دارید فش بدید برید ب مامان و خواهرتون بگید کاری ک دنیا کرد بد نیست فق چون فاش شده بده وگر ن هر زن ایرانی مامان و خواهراتون و زناتون هم همینجورن متمعا باشید خواستید فش بدید اول ب ناموصت بده بعد ب بقیه,"""غیرتنفر"""
1120,هرکسی که این کامنت رو میخونه الهی مشکلاتش حل بشه و هیچ مشکل مالی و جانی نداشته باشه و در کنار پدر و مادرش سالم سرحال زندگی آروم داشته باشه,"""غیرتنفر"""
1121,پس بالاخره کونو به گاییدن دادی قریش,"""تنفر"""
1122,چیکار داری میکنی با خودت,"""تنفر"""
1123,این طلبه مفتخور اراجیف گوی که از همه طلبکار باید باشه چون میخواد یه مشت دری وری تکرتری بخورد مردم بده,"""تنفر"""
1124,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
1125,نمیدونم چرا انقد بی مزهای تو,"""تنفر"""
1126,خوب حال میکنیا حساب چند صد میلیاردی و اره دیگه,"""غیرتنفر"""
1127,یه کجا‌ها داریم کشیده میشیم,"""تنفر"""
1128,دوست عزیز طور پارع شد انقدر نده اینو اون گل بزنن,"""تنفر"""
1129,سینا جان اینها تو بشکه‌های خالی تو حوزه علمیه قم با مهارت کافی تربیت شدن کی گفته تربیت نشدن,"""تنفر"""
1130,تسلیت میگویم همکارت زهره فکور فوت کرد,"""غیرتنفر"""
1131,پک وپوز مؤمنی نسب واقعا سوژه خندست,"""تنفر"""
1132,افغانی لاغرکردی ازقیافه افتادی پیرسگ,"""تنفر"""
1133,اگر انسانی انسانی رو به خاطر گناه یا اشتباهی قضاوت کندنمیرد تا خودش به آن دچار شودامام صادق,"""غیرتنفر"""
1134,چه حس خوبی داره این عکس,"""غیرتنفر"""
1135,جدا انسان رو راحت میشه از رو انتخابش شناخت,"""تنفر"""
1136,پول جمشید قاسم پور خوردن نداره,"""تنفر"""
1137, خوشبخت باشید کنار همخیلی قشنگه عکسه ولی دلم برای گربه سوخت دستش شکسته,"""غیرتنفر"""
1138,و در اخر قدر دلربا بودنتو بدون,"""غیرتنفر"""
1139,خیلی قشنگین کنار هم خیلی,"""غیرتنفر"""
1140,ای خدا آنژیوش قد خودشه,"""غیرتنفر"""
1141,ای جانم الهی خوشبخت باشین همیشه,"""غیرتنفر"""
1142,البته نه همه زنان زنی که بچه اخوند تربیت کنه از یه حیوون کمتره,"""تنفر"""
1143,سحر قریشی وه تتلو ازدواج میکنند,"""غیرتنفر"""
1144,چقدر من این زوج و دوس دارم,"""غیرتنفر"""
1145,ریحانه پارسا رف لختشو دیدیم ایشالا قسمت باشه لخت توعم ببینیم البته اگ تتلو غیرتی نشه موافقا لایک کنن,"""تنفر"""
1146,فرشته من خیلی تو رو دوست دارم,"""غیرتنفر"""
1147,اره بلیس چون مخاطب برنامه هات همینان,"""تنفر"""
1148,کاش ی خورده سرمون تو زندگی خودمون بود و به زندگی کسی کاری نداشتیم همه‌ی ما وقتی کسی بخواد تو زندگیمون سرک بکشن میشیم آدم معلومه کاش یخورده انسان باشیم,"""غیرتنفر"""
1149,سحر قریشی مثل پراید مدل هشتاد و پنج میمونههز چند وقت یکبار معامله میشهتنها کسی ک سوارش ر نشدهخواجه حافظ شیرازی بوده,"""تنفر"""
1150,چرا عکس تتلو رو نمیزازی,"""غیرتنفر"""
1151,لامصبا اصلا طلبشونم تمومی نداره,"""تنفر"""
1152,چرا از تتوی جدید رو دستت عکس نمیزاری,"""غیرتنفر"""
1153,وردار پولای جمشید قاسم پور رو برگردون ناراحت شدم ازت خداییش نامردیه,"""تنفر"""
1154,من موندم چرا هیچی نمیگی اگه با تتلو هستی بگو هستم اگه هم نیستی بگو نیستم دیگه,"""غیرتنفر"""
1155,صبح بخیر کرکره کامنتو بدیم بالا,"""غیرتنفر"""
1156,هیچ پستی را جب تتلی نمی‌زاری,"""غیرتنفر"""
1157,یکی به این تخم صیغه‌ای بگه اگه شیخ فلانی سیصد سفر علمی رفته با پول جیب خودش رفته نه با بیت المال تو کونتم پاره کنی که نداری واسه کارکردن نهایت پول از قم تا مشهد رو بتونی با روضه خونی جمع کنی,"""تنفر"""
1158,افغانی چرا اینستاگرام تاییدت نکرده,"""تنفر"""
1159,اقا یکی بگه راسته تتلو و سحر یا نه,"""غیرتنفر"""
1160,دخت افغان زمین انشالله پایدار باشید,"""غیرتنفر"""
1161,چرا اصلا حرف نمیزنی واقعا وای,"""تنفر"""
1162,چرا به زری و جمشید خیانت کردی,"""غیرتنفر"""
1163,خدا مادر محترم و همسر نازنینت را برات سالم و شاد برات نگه داره,"""غیرتنفر"""
1164,کاش سفرعلمی میفرستادنشون یه جایی که نتونن برگردن,"""تنفر"""
1165,طلبه‌ها مفت خورهای این زمانن و کاش میشد بجای حمله نظامی به اکراین به حوزه علمه حمله مبکردن ریشه همه این نفاق‌ها خشک میشد برا همیشه,"""تنفر"""
1166,پیج اصلی تتلورو کسی دار اگ دار بفرسته فالوش میکنم,"""غیرتنفر"""
1167,آقا واقعا شوهر من پیدا نشد,"""غیرتنفر"""
1168,ففط دهن و مماغ پیشو اوخ,"""غیرتنفر"""
1169,سفر علمی برای شما جواب نمیده شما باید در زمان سفر کنی مستقیم بفرستنت  سال قبل ملت این زمان یه نفسی بکشن,"""تنفر"""
1170,گل کشیدی چت کردی فاز گرفتی,"""تنفر"""
1171,تتلو چه کسیو میکنه دافه سحر قریشی روی تخت تتلوهم بغلش میکنش,"""تنفر"""
1172,چراهرکی میخواد فالوراش بالابرن بااحساسات تتلو بازی میکنه بیچاره تتلو شده اسباب بازی این خانوما,"""تنفر"""
1173,به پای هم به گا برین,"""تنفر"""
1174,شوهرمو آخر پیدا نکردم اشکال نداره خدا بزرگه,"""غیرتنفر"""
1175,از خودتون حرف در نیارید شاید ازدواج نکرده کرده باش هم مبارک باشه,"""غیرتنفر"""
1176,ایول به تو خوب میرینی بهشونایول,"""تنفر"""
1177,از این خز بازیه نامزدا,"""تنفر"""
1178,ببین این طارمی نیست که بخای تیغش بزنی,"""تنفر"""
1179,مطمئنی خدا اونگونه نخواسته باشه,"""غیرتنفر"""
1180,دوستان عکس پروفایل رو چک کنید یکی از اونا رو به آبی در آورده کسی میدونه چرا,"""غیرتنفر"""
1181,پدر سگ بیا پولا جمشید رو بده,"""تنفر"""
1182,چرا اخه موقعی اینا حرف میزنن یک ارتباط مستقیم نمیزارن مردم نظر بده انقد دوست دارم وقتی اینا وقتی حرف میزنن بگم گوه نخور احمق مخصوصا وقتی میگن اصلا تورم نداریم,"""تنفر"""
1183,دوستان پیج سحرقریشی همینه یا فن پیجه,"""غیرتنفر"""
1184,پیشاپیش عیدتون مبارک خواستم اولین نفری باشم که عیدو تبریک میگم,"""غیرتنفر"""
1185,گردن کیر امیر رو گرفتی یا نه,"""تنفر"""
1186,ای خدا اونوقت هی میگه نژاد پرستیمیخای مبل وخودمو به رخ مابکشیخدایا مرگ بده,"""تنفر"""
1187,چقدر کنار هم قشنگ‌تر میشین,"""غیرتنفر"""
1188,من بیکار نیستم واسه تونه نجاست کامنت بدم پدر سگ,"""تنفر"""
1189,حیف نکن خودتو حیفی حیف,"""غیرتنفر"""
1190,کسی نیس که پیج اصلی تتلو رو داشته باشه بیاد دایرکت پیجشو بده پیج تتلو,"""غیرتنفر"""
1191,من چند تا دوست افغان داشتم خیلی بامعرفتن,"""غیرتنفر"""
1192,والا بخدا مسخره نکن اگر بدونی هزینه‌ای که هرسال برای مفتخوری اینا میذارن چقد هست اینو نمیگفتی سفر چیه اونا هر گوه دیگه‌ای هم میخان میتونن بخورن الانم که یک سری دارن حقوق میگیرن بیان رصد کنن ببینن کی بر خلاف منافعشون حرف میزنه گروهی حمله کنن بهش,"""تنفر"""
1193,چقد قشنگین چقد خوبه آدم شما تا رو کنار هم میبینه,"""غیرتنفر"""
1194,خونه‌ات باشه ویلای تتلو,"""غیرتنفر"""
1195,معلم سی سال خون دل خورده تو ده سال خوردی و خوابیدی ده برابر معلم بینوا حقوق می‌گیری حروم وتوی گلوت بمونه حناق بگیری نجومی بگیر بازنشسته ده سر عائله بیکار و ول معطل داره که شما براشون با این نطق‌های شیوا ساختی فرزندان معلمان تحصیلات عالیه دارند و بیکارند,"""تنفر"""
1196,ازحاجیتون تتلومتل چه خبره حاجی خانیم,"""غیرتنفر"""
1197,چیه ملت تازه فهمیدن چه بیسوادهاوعقب ماندهای شدن مسئولپس بایدبه عقل همه شک کرد,"""تنفر"""
1198,خدا لعنتت کنه سینا این مسولین کودنو چرا این قد مسخره میکنی,"""تنفر"""
1199,حیفه امید علومی نبود بچه به اون مشتیی,"""غیرتنفر"""
1200,حیف مهدی طارمی نبود پسر به این خوبی لیاقتت همون هولو بیناموس,"""تنفر"""
1201,البته شوهرمو پیدا نکردما ولی حس میکنم یکی بردتش,"""غیرتنفر"""
1202,افرین خوب میشوری همه رو,"""تنفر"""
1203,خانم قریشی شما افغانی هستی,"""غیرتنفر"""
1204,با ارزوی سعادت و خوشبختی,"""غیرتنفر"""
1205,باورم نمیشه این همه فالور داری اخه این همه هنرمند دارم که در برابر تو هیچی فالور ندارن ولیتو هنر تو انگشت کوچیکشونم نمیشی چرا مردم فقط چیزای بد وبدرد نخور و دوس دارن,"""تنفر"""
1206,آرامش چاشنی عشقتون باشه ,"""غیرتنفر"""
1207,بازیگر مورد علاقه‌ی من,"""غیرتنفر"""
1208,سحر جان مادرت راسشو بگو اینجا به من جریان خودتو امیر چیه راسه دورغه,"""غیرتنفر"""
1209,چقد زر میزنی سینا تو اگه وجود داشتی فرار نمیکردی بری اونور آب,"""تنفر"""
1210,شو جدید برا پول و فالوور جمع کردن,"""تنفر"""
1211,خبر رسید از ملاتاباد که باهاش تیک زدی,"""غیرتنفر"""
1212,پیج تتلو رو ندارم کسی داره,"""غیرتنفر"""
1213,خداییش خیلی کثیفی خب اگه تو دلت کیر می‌خواست خیلی‌ها بودن تو ایران بهت میدادن تو کونت خداییش خیلی میخاره و دنبال حاشیه هستی البته این حاشیه‌ها دنبالش پولم هست مطمئنا وگرنه الکی که برا خودت حاشیه درست نمیکنی طفلکی اون شوهرت ازن حق داشت جدا شه می‌دونست چه کثافتی هستی,"""تنفر"""
1214,اولین دروغ مسلمانان,"""تنفر"""
